wavelength(nm)         real         imag
200.00   3.63585994   0.00504820
201.00   3.63321291   0.00512428
202.00   3.63055270   0.00520112
203.00   3.62787931   0.00527873
204.00   3.62519273   0.00535711
205.00   3.62249297   0.00543625
206.00   3.61978004   0.00551618
207.00   3.61705392   0.00559688
208.00   3.61431462   0.00567836
209.00   3.61156214   0.00576064
210.00   3.60879648   0.00584370
211.00   3.60601764   0.00592756
212.00   3.60322562   0.00601221
213.00   3.60042042   0.00609767
214.00   3.59760204   0.00618393
215.00   3.59477048   0.00627100
216.00   3.59192575   0.00635889
217.00   3.58906783   0.00644759
218.00   3.58619674   0.00653711
219.00   3.58331247   0.00662746
220.00   3.58041503   0.00671863
221.00   3.57750440   0.00681064
222.00   3.57458061   0.00690348
223.00   3.57164363   0.00699717
224.00   3.56869348   0.00709169
225.00   3.56573015   0.00718707
226.00   3.56275365   0.00728329
227.00   3.55976397   0.00738037
228.00   3.55676112   0.00747831
229.00   3.55374509   0.00757711
230.00   3.55071589   0.00767677
231.00   3.54767352   0.00777731
232.00   3.54461797   0.00787871
233.00   3.54154926   0.00798100
234.00   3.53846736   0.00808417
235.00   3.53537230   0.00818822
236.00   3.53226406   0.00829316
237.00   3.52914265   0.00839899
238.00   3.52600808   0.00850572
239.00   3.52286033   0.00861335
240.00   3.51969941   0.00872188
241.00   3.51652531   0.00883132
242.00   3.51333805   0.00894167
243.00   3.51013762   0.00905294
244.00   3.50692403   0.00916512
245.00   3.50369726   0.00927823
246.00   3.50045732   0.00939226
247.00   3.49720422   0.00950723
248.00   3.49393794   0.00962312
249.00   3.49065851   0.00973996
250.00   3.48736590   0.00985773
251.00   3.48406013   0.00997645
252.00   3.48074119   0.01009612
253.00   3.47740908   0.01021675
254.00   3.47406381   0.01033833
255.00   3.47070537   0.01046086
256.00   3.46733377   0.01058437
257.00   3.46394901   0.01070884
258.00   3.46055108   0.01083428
259.00   3.45713998   0.01096070
260.00   3.45371573   0.01108809
261.00   3.45027831   0.01121647
262.00   3.44682773   0.01134584
263.00   3.44336398   0.01147619
264.00   3.43988708   0.01160754
265.00   3.43639701   0.01173989
266.00   3.43289378   0.01187324
267.00   3.42937739   0.01200759
268.00   3.42584784   0.01214296
269.00   3.42230513   0.01227933
270.00   3.41874926   0.01241673
271.00   3.41518023   0.01255514
272.00   3.41159805   0.01269458
273.00   3.40800270   0.01283504
274.00   3.40439420   0.01297654
275.00   3.40077254   0.01311907
276.00   3.39713772   0.01326264
277.00   3.39348974   0.01340726
278.00   3.38982861   0.01355292
279.00   3.38615432   0.01369963
280.00   3.38246688   0.01384740
281.00   3.37876628   0.01399622
282.00   3.37505253   0.01414611
283.00   3.37132562   0.01429706
284.00   3.36758556   0.01444908
285.00   3.36383235   0.01460217
286.00   3.36006598   0.01475634
287.00   3.35628646   0.01491159
288.00   3.35249379   0.01506793
289.00   3.34868796   0.01522535
290.00   3.34486899   0.01538386
291.00   3.34103686   0.01554347
292.00   3.33719158   0.01570418
293.00   3.33333315   0.01586600
294.00   3.32946157   0.01602892
