wavelength(nm)         real         imag
200.00   3.57922902   0.00613052
201.00   3.57601447   0.00622291
202.00   3.57278392   0.00631623
203.00   3.56953736   0.00641048
204.00   3.56627479   0.00650566
205.00   3.56299622   0.00660177
206.00   3.55970163   0.00669883
207.00   3.55639104   0.00679684
208.00   3.55306444   0.00689579
209.00   3.54972184   0.00699570
210.00   3.54636323   0.00709657
211.00   3.54298861   0.00719841
212.00   3.53959799   0.00730121
213.00   3.53619136   0.00740499
214.00   3.53276873   0.00750975
215.00   3.52933010   0.00761549
216.00   3.52587546   0.00772221
217.00   3.52240481   0.00782993
218.00   3.51891817   0.00793865
219.00   3.51541552   0.00804837
220.00   3.51189687   0.00815909
221.00   3.50836222   0.00827082
222.00   3.50481156   0.00838357
223.00   3.50124491   0.00849734
224.00   3.49766225   0.00861213
225.00   3.49406360   0.00872795
226.00   3.49044894   0.00884481
227.00   3.48681828   0.00896270
228.00   3.48317163   0.00908164
229.00   3.47950898   0.00920162
230.00   3.47583032   0.00932265
231.00   3.47213567   0.00944474
232.00   3.46842503   0.00956789
233.00   3.46469838   0.00969211
234.00   3.46095574   0.00981739
235.00   3.45719710   0.00994375
236.00   3.45342247   0.01007119
237.00   3.44963184   0.01019971
238.00   3.44582521   0.01032932
239.00   3.44200260   0.01046003
240.00   3.43816398   0.01059183
241.00   3.43430938   0.01072473
242.00   3.43043877   0.01085874
243.00   3.42655218   0.01099386
244.00   3.42264960   0.01113010
245.00   3.41873102   0.01126746
246.00   3.41479645   0.01140594
247.00   3.41084589   0.01154555
248.00   3.40687933   0.01168629
249.00   3.40289679   0.01182818
250.00   3.39889826   0.01197120
251.00   3.39488374   0.01211538
252.00   3.39085323   0.01226071
253.00   3.38680673   0.01240719
254.00   3.38274424   0.01255483
255.00   3.37866576   0.01270365
256.00   3.37457130   0.01285363
257.00   3.37046085   0.01300478
258.00   3.36633441   0.01315712
259.00   3.36219199   0.01331064
260.00   3.35803358   0.01346535
261.00   3.35385919   0.01362125
262.00   3.34966881   0.01377835
263.00   3.34546245   0.01393666
264.00   3.34124010   0.01409617
265.00   3.33700178   0.01425689
266.00   3.33274746   0.01441883
267.00   3.32847717   0.01458199
268.00   3.32419089   0.01474637
269.00   3.31988864   0.01491199
270.00   3.31557040   0.01507884
271.00   3.31123618   0.01524693
272.00   3.30688598   0.01541626
273.00   3.30251981   0.01558684
274.00   3.29813765   0.01575867
275.00   3.29373951   0.01593176
276.00   3.28932540   0.01610612
277.00   3.28489531   0.01628174
278.00   3.28044924   0.01645863
279.00   3.27598720   0.01663679
280.00   3.27150918   0.01681624
281.00   3.26701518   0.01699697
282.00   3.26250521   0.01717899
283.00   3.25797926   0.01736231
284.00   3.25343734   0.01754692
285.00   3.24887945   0.01773284
286.00   3.24430558   0.01792006
287.00   3.23971574   0.01810860
288.00   3.23510993   0.01829845
289.00   3.23048815   0.01848962
290.00   3.22585039   0.01868212
291.00   3.22119667   0.01887595
292.00   3.21652697   0.01907112
293.00   3.21184131   0.01926762
294.00   3.20713967   0.01946547
295.00   3.20242207   0.01966467
