wavelength(nm)         real         imag
200.00   3.77177414   0.00245063
201.00   3.77048915   0.00248756
202.00   3.76919776   0.00252487
203.00   3.76789997   0.00256254
204.00   3.76659578   0.00260059
205.00   3.76528520   0.00263901
206.00   3.76396821   0.00267781
207.00   3.76264482   0.00271699
208.00   3.76131504   0.00275654
209.00   3.75997886   0.00279648
210.00   3.75863628   0.00283680
211.00   3.75728730   0.00287751
212.00   3.75593193   0.00291861
213.00   3.75457015   0.00296009
214.00   3.75320198   0.00300197
215.00   3.75182741   0.00304424
216.00   3.75044644   0.00308690
217.00   3.74905908   0.00312996
218.00   3.74766532   0.00317342
219.00   3.74626516   0.00321728
220.00   3.74485860   0.00326154
221.00   3.74344565   0.00330620
222.00   3.74202631   0.00335127
223.00   3.74060056   0.00339675
224.00   3.73916842   0.00344264
225.00   3.73772988   0.00348894
226.00   3.73628495   0.00353565
227.00   3.73483362   0.00358277
228.00   3.73337590   0.00363032
229.00   3.73191178   0.00367828
230.00   3.73044127   0.00372666
231.00   3.72896436   0.00377547
232.00   3.72748105   0.00382469
233.00   3.72599135   0.00387435
234.00   3.72449526   0.00392443
235.00   3.72299277   0.00397494
236.00   3.72148389   0.00402588
237.00   3.71996861   0.00407726
238.00   3.71844694   0.00412907
239.00   3.71691888   0.00418132
240.00   3.71538442   0.00423401
241.00   3.71384357   0.00428713
242.00   3.71229633   0.00434070
243.00   3.71074269   0.00439472
244.00   3.70918266   0.00444918
245.00   3.70761623   0.00450408
246.00   3.70604342   0.00455944
247.00   3.70446421   0.00461525
248.00   3.70287861   0.00467151
249.00   3.70128662   0.00472823
250.00   3.69968823   0.00478540
251.00   3.69808346   0.00484303
252.00   3.69647229   0.00490113
253.00   3.69485473   0.00495968
254.00   3.69323078   0.00501870
255.00   3.69160044   0.00507819
256.00   3.68996371   0.00513814
257.00   3.68832059   0.00519857
258.00   3.68667107   0.00525946
259.00   3.68501517   0.00532083
260.00   3.68335288   0.00538268
261.00   3.68168419   0.00544500
262.00   3.68000912   0.00550780
263.00   3.67832766   0.00557108
264.00   3.67663981   0.00563484
265.00   3.67494557   0.00569909
266.00   3.67324494   0.00576382
267.00   3.67153792   0.00582904
268.00   3.66982451   0.00589476
269.00   3.66810471   0.00596096
270.00   3.66637853   0.00602766
271.00   3.66464596   0.00609485
272.00   3.66290700   0.00616254
273.00   3.66116165   0.00623073
274.00   3.65940992   0.00629942
275.00   3.65765179   0.00636861
276.00   3.65588728   0.00643830
277.00   3.65411639   0.00650851
278.00   3.65233910   0.00657922
279.00   3.65055543   0.00665044
280.00   3.64876538   0.00672217
281.00   3.64696894   0.00679442
282.00   3.64516611   0.00686718
283.00   3.64335689   0.00694046
284.00   3.64154129   0.00701425
285.00   3.63971931   0.00708857
286.00   3.63789094   0.00716341
287.00   3.63605618   0.00723878
288.00   3.63421504   0.00731467
289.00   3.63236752   0.00739109
290.00   3.63051361   0.00746804
291.00   3.62865332   0.00754552
292.00   3.62678664   0.00762354
293.00   3.62491358   0.00770209
294.00   3.62303414   0.00778118
295.00   3.62114831   0.00786081
296.00   3.61925610   0.00794098
297.00   3.61735751   0.00802169
298.00   3.61545253   0.00810295
299.00   3.61354117   0.00818475
300.00   3.61162343   0.00826710
301.00   3.60969931   0.00835000
302.00   3.60776880   0.00843345
303.00   3.60583192   0.00851746
304.00   3.60388865   0.00860202
305.00   3.60193900   0.00868714
306.00   3.59998297   0.00877282
307.00   3.59802056   0.00885906
308.00   3.59605177   0.00894586
309.00   3.59407660   0.00903323
310.00   3.59209505   0.00912116
311.00   3.59010711   0.00920967
312.00   3.58811280   0.00929874
313.00   3.58611211   0.00938838
314.00   3.58410504   0.00947860
315.00   3.58209159   0.00956940
316.00   3.58007176   0.00966077
317.00   3.57804556   0.00975272
318.00   3.57601297   0.00984525
319.00   3.57397401   0.00993836
320.00   3.57192867   0.01003206
321.00   3.56987695   0.01012635
322.00   3.56781885   0.01022122
323.00   3.56575438   0.01031669
324.00   3.56368353   0.01041274
325.00   3.56160630   0.01050939
326.00   3.55952269   0.01060664
327.00   3.55743271   0.01070448
328.00   3.55533636   0.01080292
329.00   3.55323362   0.01090197
330.00   3.55112451   0.01100161
331.00   3.54900903   0.01110186
332.00   3.54688717   0.01120272
333.00   3.54475894   0.01130419
334.00   3.54262433   0.01140626
335.00   3.54048334   0.01150895
336.00   3.53833599   0.01161225
337.00   3.53618225   0.01171617
338.00   3.53402215   0.01182071
339.00   3.53185567   0.01192586
340.00   3.52968282   0.01203164
341.00   3.52750359   0.01213804
342.00   3.52531799   0.01224506
343.00   3.52312602   0.01235271
344.00   3.52092768   0.01246099
345.00   3.51872296   0.01256990
346.00   3.51651187   0.01267944
347.00   3.51429441   0.01278961
348.00   3.51207058   0.01290042
349.00   3.50984038   0.01301187
350.00   3.50760381   0.01312396
351.00   3.50536086   0.01323668
352.00   3.50311155   0.01335006
353.00   3.50085586   0.01346407
354.00   3.49859381   0.01357873
355.00   3.49632539   0.01369404
356.00   3.49405059   0.01381001
357.00   3.49176943   0.01392662
358.00   3.48948190   0.01404389
359.00   3.48718800   0.01416181
360.00   3.48488773   0.01428039
361.00   3.48258109   0.01439963
362.00   3.48026808   0.01451953
363.00   3.47794871   0.01464009
364.00   3.47562297   0.01476132
365.00   3.47329086   0.01488321
366.00   3.47095239   0.01500578
367.00   3.46860755   0.01512901
368.00   3.46625634   0.01525292
369.00   3.46389877   0.01537750
370.00   3.46153483   0.01550275
371.00   3.45916452   0.01562868
372.00   3.45678785   0.01575529
373.00   3.45440481   0.01588259
374.00   3.45201541   0.01601056
375.00   3.44961965   0.01613922
376.00   3.44721752   0.01626857
377.00   3.44480902   0.01639861
378.00   3.44239416   0.01652933
379.00   3.43997294   0.01666075
380.00   3.43754536   0.01679286
381.00   3.43511141   0.01692567
382.00   3.43267110   0.01705917
383.00   3.43022442   0.01719338
384.00   3.42777139   0.01732828
385.00   3.42531199   0.01746389
386.00   3.42284623   0.01760020
387.00   3.42037411   0.01773722
388.00   3.41789563   0.01787495
389.00   3.41541079   0.01801338
390.00   3.41291958   0.01815253
391.00   3.41042202   0.01829239
392.00   3.40791809   0.01843297
393.00   3.40540781   0.01857427
394.00   3.40289117   0.01871628
395.00   3.40036816   0.01885902
396.00   3.39783880   0.01900248
397.00   3.39530308   0.01914666
398.00   3.39276100   0.01929157
399.00   3.39021257   0.01943721
400.00   3.38765777   0.01958358
401.00   3.38509662   0.01973068
402.00   3.38252911   0.01987851
403.00   3.37995524   0.02002708
404.00   3.37737502   0.02017639
405.00   3.37478844   0.02032644
406.00   3.37219550   0.02047722
407.00   3.36959621   0.02062875
408.00   3.36699056   0.02078103
409.00   3.36437856   0.02093405
410.00   3.36176020   0.02108782
411.00   3.35913548   0.02124233
412.00   3.35650442   0.02139761
413.00   3.35386700   0.02155363
414.00   3.35122322   0.02171041
415.00   3.34857309   0.02186795
416.00   3.34591661   0.02202624
417.00   3.34325377   0.02218530
418.00   3.34058458   0.02234512
419.00   3.33790904   0.02250570
420.00   3.33522715   0.02266705
421.00   3.33253890   0.02282917
422.00   3.32984431   0.02299206
423.00   3.32714336   0.02315572
424.00   3.32443606   0.02332015
425.00   3.32172241   0.02348536
426.00   3.31900241   0.02365135
427.00   3.31627606   0.02381811
428.00   3.31354336   0.02398566
429.00   3.31080431   0.02415398
430.00   3.30805891   0.02432310
431.00   3.30530716   0.02449300
432.00   3.30254906   0.02466368
433.00   3.29978462   0.02483516
434.00   3.29701382   0.02500743
435.00   3.29423668   0.02518049
436.00   3.29145320   0.02535435
437.00   3.28866336   0.02552900
438.00   3.28586718   0.02570445
439.00   3.28306465   0.02588071
440.00   3.28025577   0.02605776
441.00   3.27744055   0.02623562
442.00   3.27461899   0.02641429
443.00   3.27179108   0.02659376
444.00   3.26895682   0.02677404
445.00   3.26611622   0.02695514
446.00   3.26326927   0.02713705
447.00   3.26041598   0.02731977
448.00   3.25755635   0.02750331
449.00   3.25469037   0.02768767
450.00   3.25181805   0.02787285
451.00   3.24893939   0.02805885
452.00   3.24605438   0.02824568
453.00   3.24316304   0.02843333
454.00   3.24026535   0.02862181
455.00   3.23736132   0.02881112
456.00   3.23445094   0.02900126
457.00   3.23153423   0.02919223
458.00   3.22861118   0.02938404
459.00   3.22568178   0.02957669
460.00   3.22274605   0.02977017
461.00   3.21980398   0.02996449
462.00   3.21685556   0.03015966
463.00   3.21390081   0.03035567
464.00   3.21093972   0.03055253
465.00   3.20797229   0.03075023
466.00   3.20499853   0.03094878
467.00   3.20201842   0.03114819
468.00   3.19903198   0.03134844
469.00   3.19603920   0.03154956
470.00   3.19304008   0.03175152
471.00   3.19003463   0.03195435
472.00   3.18702284   0.03215804
473.00   3.18400472   0.03236259
474.00   3.18098026   0.03256800
475.00   3.17794947   0.03277428
476.00   3.17491234   0.03298142
477.00   3.17186887   0.03318944
478.00   3.16881908   0.03339832
479.00   3.16576294   0.03360808
480.00   3.16270048   0.03381872
481.00   3.15963168   0.03403023
482.00   3.15655655   0.03424261
483.00   3.15347509   0.03445588
484.00   3.15038729   0.03467003
485.00   3.14729316   0.03488506
486.00   3.14419271   0.03510098
487.00   3.14108592   0.03531779
488.00   3.13797280   0.03553548
489.00   3.13485335   0.03575407
490.00   3.13172756   0.03597355
491.00   3.12859545   0.03619392
492.00   3.12545701   0.03641519
493.00   3.12231224   0.03663736
494.00   3.11916115   0.03686042
495.00   3.11600372   0.03708439
496.00   3.11283997   0.03730926
497.00   3.10966989   0.03753504
498.00   3.10649348   0.03776172
499.00   3.10331074   0.03798931
500.00   3.10012168   0.03821782
501.00   3.09692629   0.03844723
502.00   3.09372457   0.03867756
503.00   3.09051653   0.03890881
504.00   3.08730217   0.03914097
505.00   3.08408148   0.03937405
506.00   3.08085446   0.03960806
507.00   3.07762112   0.03984298
508.00   3.07438146   0.04007883
509.00   3.07113547   0.04031561
510.00   3.06788316   0.04055332
511.00   3.06462453   0.04079196
512.00   3.06135958   0.04103153
513.00   3.05808830   0.04127203
514.00   3.05481070   0.04151347
515.00   3.05152678   0.04175585
516.00   3.04823654   0.04199916
517.00   3.04493998   0.04224342
518.00   3.04163710   0.04248862
519.00   3.03832789   0.04273477
520.00   3.03501237   0.04298186
521.00   3.03169053   0.04322990
522.00   3.02836237   0.04347889
523.00   3.02502789   0.04372883
524.00   3.02168710   0.04397972
525.00   3.01833998   0.04423157
526.00   3.01498655   0.04448438
527.00   3.01162681   0.04473815
528.00   3.00826074   0.04499287
529.00   3.00488836   0.04524857
530.00   3.00150966   0.04550522
531.00   2.99812465   0.04576284
532.00   2.99473332   0.04602143
533.00   2.99133568   0.04628099
534.00   2.98793172   0.04654152
535.00   2.98452145   0.04680302
536.00   2.98110487   0.04706550
537.00   2.97768197   0.04732896
538.00   2.97425276   0.04759339
539.00   2.97081723   0.04785880
540.00   2.96737540   0.04812520
541.00   2.96392725   0.04839258
542.00   2.96047279   0.04866095
543.00   2.95701202   0.04893030
544.00   2.95354494   0.04920065
545.00   2.95007155   0.04947198
546.00   2.94659184   0.04974431
547.00   2.94310583   0.05001764
548.00   2.93961351   0.05029196
549.00   2.93611488   0.05056728
550.00   2.93260995   0.05084359
551.00   2.92909870   0.05112091
552.00   2.92558115   0.05139924
553.00   2.92205729   0.05167857
554.00   2.91852712   0.05195891
555.00   2.91499065   0.05224025
556.00   2.91144787   0.05252261
557.00   2.90789878   0.05280598
558.00   2.90434339   0.05309037
559.00   2.90078169   0.05337577
560.00   2.89721369   0.05366219
561.00   2.89363939   0.05394962
562.00   2.89005878   0.05423809
563.00   2.88647186   0.05452757
564.00   2.88287865   0.05481808
565.00   2.87927913   0.05510961
566.00   2.87567331   0.05540218
567.00   2.87206119   0.05569578
568.00   2.86844276   0.05599040
569.00   2.86481804   0.05628607
570.00   2.86118701   0.05658276
571.00   2.85754969   0.05688050
572.00   2.85390606   0.05717928
573.00   2.85025614   0.05747909
574.00   2.84659991   0.05777995
575.00   2.84293739   0.05808186
576.00   2.83926857   0.05838481
577.00   2.83559345   0.05868881
578.00   2.83191203   0.05899386
579.00   2.82822432   0.05929996
580.00   2.82453031   0.05960712
581.00   2.82083000   0.05991533
582.00   2.81712339   0.06022460
583.00   2.81341050   0.06053492
584.00   2.80969130   0.06084631
585.00   2.80596581   0.06115876
586.00   2.80223403   0.06147228
587.00   2.79849595   0.06178686
588.00   2.79475158   0.06210251
589.00   2.79100092   0.06241923
590.00   2.78724397   0.06273702
591.00   2.78348072   0.06305589
592.00   2.77971118   0.06337583
593.00   2.77593535   0.06369684
594.00   2.77215322   0.06401894
595.00   2.76836481   0.06434212
596.00   2.76457011   0.06466638
597.00   2.76076911   0.06499172
598.00   2.75696183   0.06531815
599.00   2.75314826   0.06564566
600.00   2.74932840   0.06597427
601.00   2.74550225   0.06630396
602.00   2.74166981   0.06663475
603.00   2.73783109   0.06696664
604.00   2.73398608   0.06729962
605.00   2.73013478   0.06763370
606.00   2.72627720   0.06796888
607.00   2.72241333   0.06830516
608.00   2.71854318   0.06864254
609.00   2.71466674   0.06898103
610.00   2.71078401   0.06932063
611.00   2.70689501   0.06966134
612.00   2.70299972   0.07000315
613.00   2.69909814   0.07034608
614.00   2.69519029   0.07069013
615.00   2.69127615   0.07103529
616.00   2.68735573   0.07138157
617.00   2.68342902   0.07172896
618.00   2.67949604   0.07207748
619.00   2.67555678   0.07242712
620.00   2.67161123   0.07277789
621.00   2.66765941   0.07312978
622.00   2.66370131   0.07348281
623.00   2.65973693   0.07383696
624.00   2.65576626   0.07419224
625.00   2.65178933   0.07454866
626.00   2.64780611   0.07490621
627.00   2.64381662   0.07526491
628.00   2.63982085   0.07562474
629.00   2.63581880   0.07598571
630.00   2.63181048   0.07634782
631.00   2.62779588   0.07671108
632.00   2.62377501   0.07707548
633.00   2.61974786   0.07744104
634.00   2.61571444   0.07780774
635.00   2.61167475   0.07817559
636.00   2.60762878   0.07854460
637.00   2.60357654   0.07891476
638.00   2.59951803   0.07928608
639.00   2.59545324   0.07965856
640.00   2.59138218   0.08003220
641.00   2.58730486   0.08040700
642.00   2.58322126   0.08078296
643.00   2.57913139   0.08116009
644.00   2.57503525   0.08153839
645.00   2.57093285   0.08191786
646.00   2.56682417   0.08229849
647.00   2.56270922   0.08268030
648.00   2.55858801   0.08306329
649.00   2.55446053   0.08344745
650.00   2.55032679   0.08383279
651.00   2.54618677   0.08421931
652.00   2.54204049   0.08460701
653.00   2.53788795   0.08499589
654.00   2.53372914   0.08538596
655.00   2.52956406   0.08577722
656.00   2.52539272   0.08616967
657.00   2.52121512   0.08656330
658.00   2.51703125   0.08695813
659.00   2.51284112   0.08735415
660.00   2.50864473   0.08775137
661.00   2.50444207   0.08814979
662.00   2.50023316   0.08854940
663.00   2.49601798   0.08895022
664.00   2.49179654   0.08935223
665.00   2.48756884   0.08975546
666.00   2.48333489   0.09015989
667.00   2.47909467   0.09056553
668.00   2.47484819   0.09097237
669.00   2.47059546   0.09138043
670.00   2.46633646   0.09178971
671.00   2.46207121   0.09220019
672.00   2.45779971   0.09261190
673.00   2.45352194   0.09302482
674.00   2.44923792   0.09343897
675.00   2.44494765   0.09385433
676.00   2.44065112   0.09427092
677.00   2.43634833   0.09468874
678.00   2.43203929   0.09510778
679.00   2.42772400   0.09552806
680.00   2.42340245   0.09594956
681.00   2.41907465   0.09637230
682.00   2.41474060   0.09679627
683.00   2.41040029   0.09722148
684.00   2.40605374   0.09764792
685.00   2.40170093   0.09807561
686.00   2.39734188   0.09850454
687.00   2.39297657   0.09893471
688.00   2.38860501   0.09936612
689.00   2.38422721   0.09979879
690.00   2.37984315   0.10023270
691.00   2.37545285   0.10066786
692.00   2.37105630   0.10110428
693.00   2.36665350   0.10154194
694.00   2.36224446   0.10198087
695.00   2.35782917   0.10242105
696.00   2.35340763   0.10286249
697.00   2.34897985   0.10330519
698.00   2.34454583   0.10374916
699.00   2.34010556   0.10419439
700.00   2.33565904   0.10464088
701.00   2.33120628   0.10508865
702.00   2.32674728   0.10553768
703.00   2.32228204   0.10598798
704.00   2.31781056   0.10643956
705.00   2.31333283   0.10689241
706.00   2.30884886   0.10734654
707.00   2.30435865   0.10780195
708.00   2.29986221   0.10825864
709.00   2.29535952   0.10871661
