wavelength(nm)         real         imag
200.00   3.66417540   0.00450704
201.00   3.66181213   0.00457496
202.00   3.65943709   0.00464357
203.00   3.65705028   0.00471286
204.00   3.65465170   0.00478283
205.00   3.65224135   0.00485350
206.00   3.64981924   0.00492485
207.00   3.64738536   0.00499690
208.00   3.64493971   0.00506965
209.00   3.64248229   0.00514310
210.00   3.64001310   0.00521726
211.00   3.63753215   0.00529213
212.00   3.63503943   0.00536771
213.00   3.63253495   0.00544401
214.00   3.63001869   0.00552102
215.00   3.62749068   0.00559876
216.00   3.62495089   0.00567722
217.00   3.62239934   0.00575642
218.00   3.61983603   0.00583634
219.00   3.61726095   0.00591700
220.00   3.61467411   0.00599841
221.00   3.61207550   0.00608055
222.00   3.60946513   0.00616344
223.00   3.60684299   0.00624708
224.00   3.60420909   0.00633147
225.00   3.60156343   0.00641662
226.00   3.59890600   0.00650253
227.00   3.59623682   0.00658920
228.00   3.59355587   0.00667664
229.00   3.59086315   0.00676485
230.00   3.58815868   0.00685383
231.00   3.58544245   0.00694359
232.00   3.58271445   0.00703413
233.00   3.57997469   0.00712545
234.00   3.57722318   0.00721756
235.00   3.57445990   0.00731045
236.00   3.57168486   0.00740414
237.00   3.56889806   0.00749863
238.00   3.56609951   0.00759392
239.00   3.56328919   0.00769001
240.00   3.56046712   0.00778691
241.00   3.55763328   0.00788462
242.00   3.55478769   0.00798314
243.00   3.55193035   0.00808247
244.00   3.54906124   0.00818263
245.00   3.54618038   0.00828362
246.00   3.54328776   0.00838542
247.00   3.54038338   0.00848806
248.00   3.53746725   0.00859154
249.00   3.53453936   0.00869585
250.00   3.53159972   0.00880100
251.00   3.52864832   0.00890699
252.00   3.52568517   0.00901383
253.00   3.52271026   0.00912152
254.00   3.51972360   0.00923007
255.00   3.51672518   0.00933947
256.00   3.51371501   0.00944974
257.00   3.51069309   0.00956086
258.00   3.50765941   0.00967286
259.00   3.50461398   0.00978572
260.00   3.50155680   0.00989946
261.00   3.49848787   0.01001408
262.00   3.49540718   0.01012958
263.00   3.49231475   0.01024596
264.00   3.48921056   0.01036323
265.00   3.48609462   0.01048139
266.00   3.48296694   0.01060044
267.00   3.47982750   0.01072040
268.00   3.47667631   0.01084125
269.00   3.47351338   0.01096301
270.00   3.47033869   0.01108567
271.00   3.46715226   0.01120925
272.00   3.46395408   0.01133374
