wavelength(nm)         real         imag
100.00   3.77035393   0.00123889
102.00   3.76511673   0.00131471
104.00   3.75977586   0.00139357
106.00   3.75433132   0.00147552
108.00   3.74878312   0.00156062
110.00   3.74313127   0.00164893
112.00   3.73737575   0.00174050
114.00   3.73151658   0.00183541
116.00   3.72555376   0.00193371
118.00   3.71948728   0.00203546
120.00   3.71331716   0.00214071
122.00   3.70704340   0.00224953
124.00   3.70066599   0.00236197
126.00   3.69418494   0.00247810
128.00   3.68760026   0.00259798
130.00   3.68091195   0.00272166
132.00   3.67412000   0.00284920
134.00   3.66722443   0.00298067
136.00   3.66022523   0.00311612
138.00   3.65312241   0.00325561
140.00   3.64591598   0.00339920
142.00   3.63860593   0.00354696
144.00   3.63119226   0.00369893
146.00   3.62367499   0.00385518
148.00   3.61605411   0.00401577
150.00   3.60832964   0.00418076
152.00   3.60050156   0.00435021
154.00   3.59256989   0.00452417
156.00   3.58453462   0.00470271
158.00   3.57639577   0.00488588
160.00   3.56815333   0.00507375
162.00   3.55980732   0.00526638
164.00   3.55135772   0.00546381
166.00   3.54280455   0.00566612
168.00   3.53414781   0.00587336
170.00   3.52538751   0.00608560
172.00   3.51652364   0.00630288
174.00   3.50755622   0.00652527
176.00   3.49848524   0.00675283
178.00   3.48931071   0.00698563
180.00   3.48003263   0.00722370
182.00   3.47065102   0.00746713
184.00   3.46116586   0.00771596
186.00   3.45157717   0.00797026
188.00   3.44188495   0.00823009
190.00   3.43208920   0.00849549
192.00   3.42218993   0.00876654
194.00   3.41218715   0.00904330
196.00   3.40208085   0.00932582
198.00   3.39187105   0.00961415
200.00   3.38155774   0.00990837
202.00   3.37114093   0.01020853
204.00   3.36062063   0.01051469
206.00   3.34999684   0.01082691
208.00   3.33926956   0.01114524
210.00   3.32843880   0.01146975
212.00   3.31750456   0.01180050
214.00   3.30646686   0.01213754
216.00   3.29532569   0.01248094
218.00   3.28408105   0.01283075
220.00   3.27273296   0.01318703
222.00   3.26128142   0.01354985
224.00   3.24972643   0.01391926
226.00   3.23806800   0.01429532
228.00   3.22630613   0.01467808
230.00   3.21444084   0.01506762
232.00   3.20247211   0.01546399
234.00   3.19039997   0.01586724
236.00   3.17822441   0.01627744
238.00   3.16594544   0.01669465
240.00   3.15356306   0.01711892
242.00   3.14107729   0.01755031
244.00   3.12848812   0.01798889
246.00   3.11579556   0.01843471
248.00   3.10299962   0.01888783
250.00   3.09010031   0.01934832
252.00   3.07709762   0.01981622
254.00   3.06399156   0.02029160
256.00   3.05078215   0.02077452
258.00   3.03746938   0.02126504
260.00   3.02405326   0.02176321
262.00   3.01053380   0.02226910
264.00   2.99691101   0.02278276
266.00   2.98318488   0.02330426
268.00   2.96935542   0.02383365
270.00   2.95542265   0.02437099
272.00   2.94138657   0.02491635
274.00   2.92724718   0.02546977
276.00   2.91300449   0.02603132
278.00   2.89865850   0.02660106
280.00   2.88420923   0.02717905
282.00   2.86965667   0.02776534
284.00   2.85500084   0.02836000
286.00   2.84024174   0.02896308
288.00   2.82537938   0.02957465
290.00   2.81041376   0.03019476
292.00   2.79534490   0.03082347
294.00   2.78017279   0.03146084
296.00   2.76489744   0.03210693
298.00   2.74951887   0.03276180
300.00   2.73403707   0.03342550
302.00   2.71845206   0.03409810
304.00   2.70276383   0.03477966
306.00   2.68697241   0.03547023
308.00   2.67107779   0.03616988
310.00   2.65507998   0.03687866
312.00   2.63897899   0.03759662
314.00   2.62277483   0.03832384
316.00   2.60646750   0.03906037
318.00   2.59005701   0.03980627
320.00   2.57354336   0.04056159
322.00   2.55692657   0.04132640
324.00   2.54020664   0.04210075
326.00   2.52338358   0.04288471
328.00   2.50645740   0.04367833
330.00   2.48942810   0.04448167
332.00   2.47229569   0.04529479
334.00   2.45506018   0.04611776
336.00   2.43772158   0.04695061
338.00   2.42027989   0.04779343
340.00   2.40273512   0.04864626
342.00   2.38508728   0.04950917
344.00   2.36733637   0.05038221
346.00   2.34948241   0.05126544
348.00   2.33152541   0.05215893
350.00   2.31346536   0.05306272
352.00   2.29530228   0.05397689
354.00   2.27703617   0.05490148
356.00   2.25866706   0.05583656
358.00   2.24019493   0.05678218
360.00   2.22161980   0.05773840
362.00   2.20294168   0.05870529
364.00   2.18416058   0.05968291
366.00   2.16527650   0.06067130
368.00   2.14628945   0.06167053
370.00   2.12719944   0.06268066
372.00   2.10800649   0.06370174
374.00   2.08871059   0.06473384
376.00   2.06931176   0.06577702
378.00   2.04981000   0.06683132
380.00   2.03020532   0.06789682
382.00   2.01049774   0.06897357
384.00   1.99068726   0.07006163
386.00   1.97077388   0.07116105
388.00   1.95075762   0.07227191
390.00   1.93063849   0.07339424
392.00   1.91041650   0.07452812
394.00   1.89009165   0.07567360
396.00   1.86966395   0.07683075
398.00   1.84913341   0.07799961
400.00   1.82850004   0.07918025
402.00   1.80776386   0.08037272
404.00   1.78692486   0.08157710
406.00   1.76598306   0.08279342
408.00   1.74493847   0.08402176
410.00   1.72379109   0.08526217
412.00   1.70254094   0.08651471
414.00   1.68118802   0.08777943
416.00   1.65973235   0.08905641
418.00   1.63817393   0.09034569
420.00   1.61651277   0.09164733
422.00   1.59474888   0.09296139
424.00   1.57288228   0.09428794
426.00   1.55091297   0.09562702
428.00   1.52884096   0.09697871
430.00   1.50666625   0.09834305
432.00   1.48438887   0.09972010
434.00   1.46200882   0.10110993
436.00   1.43952611   0.10251258
438.00   1.41694075   0.10392813
440.00   1.39425274   0.10535663
442.00   1.37146211   0.10679814
444.00   1.34856885   0.10825270
446.00   1.32557299   0.10972040
448.00   1.30247452   0.11120127
450.00   1.27927346   0.11269539
452.00   1.25596982   0.11420281
454.00   1.23256361   0.11572358
456.00   1.20905484   0.11725777
458.00   1.18544352   0.11880543
460.00   1.16172966   0.12036663
462.00   1.13791327   0.12194141
464.00   1.11399437   0.12352985
466.00   1.08997295   0.12513199
468.00   1.06584903   0.12674790
470.00   1.04162263   0.12837763
472.00   1.01729375   0.13002125
474.00   0.99286240   0.13167880
476.00   0.96832860   0.13335036
478.00   0.94369235   0.13503597
480.00   0.91895366   0.13673569
482.00   0.89411256   0.13844959
484.00   0.86916904   0.14017773
486.00   0.84412311   0.14192015
488.00   0.81897480   0.14367692
490.00   0.79372411   0.14544810
492.00   0.76837104   0.14723374
494.00   0.74291562   0.14903390
496.00   0.71735785   0.15084865
498.00   0.69169775   0.15267803
500.00   0.66593532   0.15452211
502.00   0.64007058   0.15638095
504.00   0.61410353   0.15825460
506.00   0.58803420   0.16014312
508.00   0.56186258   0.16204658
510.00   0.53558869   0.16396502
512.00   0.50921255   0.16589850
514.00   0.48273417   0.16784709
516.00   0.45615355   0.16981084
518.00   0.42947070   0.17178981
520.00   0.40268565   0.17378406
522.00   0.37579840   0.17579365
524.00   0.34880896   0.17781863
526.00   0.32171734   0.17985906
528.00   0.29452356   0.18191500
530.00   0.26722763   0.18398651
532.00   0.23982956   0.18607365
534.00   0.21232936   0.18817647
536.00   0.18472704   0.19029503
538.00   0.15702262   0.19242939
540.00   0.12921611   0.19457961
542.00   0.10130752   0.19674575
544.00   0.07329686   0.19892786
546.00   0.04518414   0.20112600
548.00   0.01696938   0.20334023
550.00  -0.01134741   0.20557061
552.00  -0.03976622   0.20781719
554.00  -0.06828704   0.21008003
556.00  -0.09690985   0.21235920
558.00  -0.12563464   0.21465474
560.00  -0.15446141   0.21696672
