wavelength(nm)         real         imag
100.00   3.79159634   0.00103590
102.00   3.78721725   0.00109930
104.00   3.78275148   0.00116523
106.00   3.77819903   0.00123375
108.00   3.77355990   0.00130491
110.00   3.76883409   0.00137875
112.00   3.76402161   0.00145532
114.00   3.75912246   0.00153468
116.00   3.75413664   0.00161687
118.00   3.74906416   0.00170195
120.00   3.74390501   0.00178996
122.00   3.73865919   0.00188094
124.00   3.73332672   0.00197497
126.00   3.72790759   0.00207207
128.00   3.72240180   0.00217230
130.00   3.71680936   0.00227572
132.00   3.71113027   0.00238236
134.00   3.70536453   0.00249229
136.00   3.69951215   0.00260555
138.00   3.69357312   0.00272218
140.00   3.68754746   0.00284225
142.00   3.68143515   0.00296579
144.00   3.67523621   0.00309286
146.00   3.66895064   0.00322351
148.00   3.66257844   0.00335779
150.00   3.65611961   0.00349575
152.00   3.64957415   0.00363743
154.00   3.64294208   0.00378289
156.00   3.63622339   0.00393217
158.00   3.62941808   0.00408534
160.00   3.62252616   0.00424242
162.00   3.61554763   0.00440348
164.00   3.60848250   0.00456857
166.00   3.60133076   0.00473773
168.00   3.59409242   0.00491102
170.00   3.58676749   0.00508848
172.00   3.57935596   0.00527016
174.00   3.57185784   0.00545611
176.00   3.56427313   0.00564639
178.00   3.55660184   0.00584104
180.00   3.54884397   0.00604011
182.00   3.54099953   0.00624365
184.00   3.53306851   0.00645171
186.00   3.52505091   0.00666434
188.00   3.51694676   0.00688159
190.00   3.50875604   0.00710351
192.00   3.50047876   0.00733015
194.00   3.49211492   0.00756156
196.00   3.48366453   0.00779779
198.00   3.47512760   0.00803888
200.00   3.46650412   0.00828489
202.00   3.45779409   0.00853587
204.00   3.44899754   0.00879187
206.00   3.44011444   0.00905293
208.00   3.43114482   0.00931910
210.00   3.42208867   0.00959044
212.00   3.41294601   0.00986699
214.00   3.40371682   0.01014881
216.00   3.39440112   0.01043595
218.00   3.38499891   0.01072844
220.00   3.37551020   0.01102635
222.00   3.36593498   0.01132972
224.00   3.35627327   0.01163860
226.00   3.34652506   0.01195304
228.00   3.33669037   0.01227309
230.00   3.32676919   0.01259880
232.00   3.31676154   0.01293022
234.00   3.30666740   0.01326741
236.00   3.29648680   0.01361039
238.00   3.28621973   0.01395924
240.00   3.27586620   0.01431400
242.00   3.26542621   0.01467471
244.00   3.25489977   0.01504142
246.00   3.24428688   0.01541420
248.00   3.23358754   0.01579308
250.00   3.22280177   0.01617811
252.00   3.21192956   0.01656935
254.00   3.20097092   0.01696684
256.00   3.18992586   0.01737063
258.00   3.17879438   0.01778078
260.00   3.16757648   0.01819733
262.00   3.15627218   0.01862032
264.00   3.14488146   0.01904983
266.00   3.13340435   0.01948588
268.00   3.12184084   0.01992853
270.00   3.11019095   0.02037782
272.00   3.09845466   0.02083382
274.00   3.08663200   0.02129657
276.00   3.07472296   0.02176611
278.00   3.06272756   0.02224250
280.00   3.05064579   0.02272578
282.00   3.03847766   0.02321601
284.00   3.02622317   0.02371323
286.00   3.01388234   0.02421750
288.00   3.00145517   0.02472886
290.00   2.98894165   0.02524737
292.00   2.97634181   0.02577307
294.00   2.96365564   0.02630600
296.00   2.95088315   0.02684623
298.00   2.93802434   0.02739380
300.00   2.92507923   0.02794876
302.00   2.91204780   0.02851115
304.00   2.89893009   0.02908104
306.00   2.88572607   0.02965846
308.00   2.87243578   0.03024347
310.00   2.85905920   0.03083612
312.00   2.84559634   0.03143645
314.00   2.83204722   0.03204451
316.00   2.81841183   0.03266036
318.00   2.80469019   0.03328404
320.00   2.79088229   0.03391560
322.00   2.77698815   0.03455510
324.00   2.76300777   0.03520258
326.00   2.74894115   0.03585808
328.00   2.73478831   0.03652167
330.00   2.72054925   0.03719338
332.00   2.70622398   0.03787328
334.00   2.69181249   0.03856140
336.00   2.67731480   0.03925779
338.00   2.66273092   0.03996251
340.00   2.64806085   0.04067561
342.00   2.63330459   0.04139713
344.00   2.61846216   0.04212712
346.00   2.60353356   0.04286564
