wavelength(nm)         real         imag
100.00   3.68892469   0.00201702
102.00   3.68039806   0.00214047
104.00   3.67170264   0.00226885
106.00   3.66283846   0.00240227
108.00   3.65380550   0.00254082
110.00   3.64460377   0.00268460
112.00   3.63523328   0.00283370
114.00   3.62569403   0.00298822
116.00   3.61598602   0.00314825
118.00   3.60610926   0.00331390
120.00   3.59606376   0.00348526
122.00   3.58584951   0.00366243
124.00   3.57546653   0.00384550
126.00   3.56491481   0.00403457
128.00   3.55419437   0.00422974
130.00   3.54330519   0.00443111
132.00   3.53224730   0.00463876
134.00   3.52102070   0.00485280
136.00   3.50962539   0.00507332
138.00   3.49806137   0.00530043
140.00   3.48632865   0.00553421
142.00   3.47442724   0.00577476
144.00   3.46235713   0.00602219
146.00   3.45011835   0.00627658
148.00   3.43771088   0.00653804
150.00   3.42513475   0.00680665
152.00   3.41238994   0.00708253
154.00   3.39947647   0.00736575
156.00   3.38639435   0.00765643
158.00   3.37314358   0.00795465
160.00   3.35972416   0.00826052
162.00   3.34613610   0.00857413
164.00   3.33237941   0.00889557
166.00   3.31845409   0.00922495
168.00   3.30436015   0.00956236
170.00   3.29009760   0.00990789
172.00   3.27566644   0.01026165
174.00   3.26106667   0.01062372
176.00   3.24629831   0.01099421
178.00   3.23136136   0.01137322
180.00   3.21625583   0.01176083
182.00   3.20098172   0.01215715
184.00   3.18553905   0.01256227
186.00   3.16992781   0.01297629
188.00   3.15414801   0.01339931
190.00   3.13819967   0.01383142
192.00   3.12208278   0.01427271
194.00   3.10579736   0.01472329
196.00   3.08934341   0.01518326
198.00   3.07272094   0.01565270
200.00   3.05592996   0.01613171
202.00   3.03897047   0.01662040
204.00   3.02184248   0.01711885
206.00   3.00454601   0.01762716
208.00   2.98708104   0.01814544
210.00   2.96944761   0.01867377
212.00   2.95164570   0.01921226
214.00   2.93367534   0.01976099
216.00   2.91553652   0.02032007
218.00   2.89722926   0.02088960
220.00   2.87875356   0.02146966
222.00   2.86010943   0.02206036
224.00   2.84129688   0.02266179
226.00   2.82231592   0.02327404
228.00   2.80316656   0.02389722
230.00   2.78384880   0.02453143
232.00   2.76436266   0.02517675
234.00   2.74470813   0.02583328
236.00   2.72488524   0.02650112
238.00   2.70489399   0.02718037
240.00   2.68473438   0.02787112
242.00   2.66440643   0.02857347
244.00   2.64391015   0.02928751
246.00   2.62324554   0.03001335
248.00   2.60241261   0.03075107
250.00   2.58141138   0.03150078
252.00   2.56024185   0.03226256
254.00   2.53890403   0.03303653
256.00   2.51739793   0.03382276
258.00   2.49572356   0.03462137
260.00   2.47388093   0.03543244
262.00   2.45187004   0.03625607
264.00   2.42969092   0.03709236
266.00   2.40734356   0.03794141
268.00   2.38482799   0.03880330
270.00   2.36214420   0.03967814
272.00   2.33929220   0.04056602
274.00   2.31627202   0.04146704
276.00   2.29308365   0.04238130
278.00   2.26972711   0.04330889
280.00   2.24620241   0.04424990
282.00   2.22250956   0.04520444
284.00   2.19864857   0.04617260
286.00   2.17461944   0.04715447
288.00   2.15042220   0.04815015
290.00   2.12605685   0.04915975
292.00   2.10152339   0.05018334
294.00   2.07682185   0.05122104
296.00   2.05195223   0.05227293
298.00   2.02691455   0.05333911
300.00   2.00170881   0.05441968
302.00   1.97633502   0.05551474
304.00   1.95079320   0.05662438
306.00   1.92508336   0.05774869
308.00   1.89920551   0.05888777
310.00   1.87315966   0.06004173
312.00   1.84694582   0.06121064
314.00   1.82056400   0.06239462
316.00   1.79401421   0.06359375
318.00   1.76729648   0.06480814
320.00   1.74041080   0.06603787
322.00   1.71335719   0.06728305
324.00   1.68613566   0.06854376
326.00   1.65874622   0.06982012
328.00   1.63118889   0.07111220
330.00   1.60346368   0.07242011
332.00   1.57557060   0.07374395
334.00   1.54750966   0.07508380
336.00   1.51928087   0.07643977
338.00   1.49088425   0.07781195
340.00   1.46231981   0.07920044
342.00   1.43358755   0.08060533
344.00   1.40468751   0.08202671
346.00   1.37561967   0.08346470
348.00   1.34638407   0.08491937
350.00   1.31698071   0.08639083
352.00   1.28740961   0.08787917
354.00   1.25767077   0.08938448
356.00   1.22776421   0.09090687
358.00   1.19768994   0.09244643
360.00   1.16744799   0.09400325
362.00   1.13703835   0.09557743
364.00   1.10646104   0.09716907
366.00   1.07571609   0.09877826
368.00   1.04480349   0.10040510
370.00   1.01372326   0.10204968
372.00   0.98247543   0.10371209
374.00   0.95105999   0.10539244
376.00   0.91947697   0.10709082
378.00   0.88772637   0.10880733
380.00   0.85580822   0.11054206
382.00   0.82372252   0.11229510
384.00   0.79146930   0.11406655
386.00   0.75904856   0.11585652
388.00   0.72646031   0.11766508
390.00   0.69370458   0.11949234
392.00   0.66078138   0.12133840
394.00   0.62769071   0.12320335
396.00   0.59443260   0.12508728
398.00   0.56100707   0.12699029
400.00   0.52741411   0.12891247
402.00   0.49365376   0.13085393
404.00   0.45972602   0.13281476
406.00   0.42563091   0.13479504
408.00   0.39136844   0.13679489
410.00   0.35693864   0.13881438
412.00   0.32234150   0.14085363
414.00   0.28757706   0.14291271
416.00   0.25264531   0.14499174
418.00   0.21754629   0.14709080
420.00   0.18228000   0.14920999
422.00   0.14684647   0.15134940
424.00   0.11124569   0.15350914
