wavelength(nm)         real         imag
200.00   3.86804670   0.00061069
201.00   3.86772649   0.00061989
202.00   3.86740468   0.00062919
203.00   3.86708128   0.00063857
204.00   3.86675628   0.00064805
205.00   3.86642969   0.00065763
206.00   3.86610150   0.00066730
207.00   3.86577172   0.00067706
208.00   3.86544034   0.00068692
209.00   3.86510737   0.00069687
210.00   3.86477281   0.00070692
211.00   3.86443665   0.00071706
212.00   3.86409889   0.00072730
213.00   3.86375955   0.00073764
214.00   3.86341860   0.00074808
215.00   3.86307607   0.00075861
216.00   3.86273194   0.00076924
217.00   3.86238621   0.00077997
218.00   3.86203889   0.00079080
219.00   3.86168998   0.00080173
220.00   3.86133947   0.00081276
221.00   3.86098737   0.00082389
222.00   3.86063368   0.00083512
223.00   3.86027839   0.00084645
224.00   3.85992150   0.00085789
225.00   3.85956303   0.00086943
226.00   3.85920296   0.00088107
227.00   3.85884129   0.00089281
228.00   3.85847803   0.00090466
229.00   3.85811318   0.00091661
230.00   3.85774674   0.00092867
231.00   3.85737870   0.00094083
232.00   3.85700907   0.00095310
233.00   3.85663784   0.00096547
234.00   3.85626502   0.00097795
235.00   3.85589061   0.00099054
236.00   3.85551460   0.00100323
237.00   3.85513700   0.00101603
238.00   3.85475781   0.00102895
239.00   3.85437702   0.00104197
240.00   3.85399464   0.00105510
241.00   3.85361067   0.00106833
242.00   3.85322510   0.00108168
243.00   3.85283794   0.00109514
244.00   3.85244919   0.00110871
245.00   3.85205884   0.00112240
246.00   3.85166691   0.00113619
247.00   3.85127337   0.00115010
248.00   3.85087825   0.00116412
249.00   3.85048153   0.00117825
250.00   3.85008322   0.00119250
251.00   3.84968332   0.00120686
252.00   3.84928182   0.00122134
253.00   3.84887874   0.00123593
254.00   3.84847405   0.00125064
255.00   3.84806778   0.00126546
256.00   3.84765991   0.00128040
257.00   3.84725046   0.00129546
258.00   3.84683941   0.00131063
259.00   3.84642676   0.00132593
260.00   3.84601253   0.00134134
261.00   3.84559670   0.00135687
262.00   3.84517928   0.00137252
263.00   3.84476026   0.00138829
264.00   3.84433966   0.00140418
265.00   3.84391746   0.00142019
266.00   3.84349367   0.00143632
267.00   3.84306829   0.00145257
268.00   3.84264132   0.00146895
269.00   3.84221275   0.00148544
270.00   3.84178260   0.00150206
271.00   3.84135085   0.00151881
272.00   3.84091751   0.00153568
273.00   3.84048257   0.00155267
274.00   3.84004605   0.00156979
275.00   3.83960793   0.00158703
276.00   3.83916822   0.00160440
277.00   3.83872693   0.00162189
278.00   3.83828403   0.00163951
279.00   3.83783955   0.00165726
280.00   3.83739348   0.00167513
281.00   3.83694581   0.00169314
282.00   3.83649656   0.00171127
283.00   3.83604571   0.00172953
284.00   3.83559327   0.00174792
285.00   3.83513924   0.00176644
286.00   3.83468362   0.00178509
287.00   3.83422641   0.00180387
288.00   3.83376760   0.00182278
289.00   3.83330721   0.00184183
290.00   3.83284522   0.00186100
