wavelength(nm)         real         imag
200.00   3.82840506   0.00136831
201.00   3.82768758   0.00138893
202.00   3.82696654   0.00140976
203.00   3.82624191   0.00143080
204.00   3.82551372   0.00145204
205.00   3.82478195   0.00147349
206.00   3.82404661   0.00149516
207.00   3.82330770   0.00151703
208.00   3.82256522   0.00153912
209.00   3.82181916   0.00156142
210.00   3.82106953   0.00158393
211.00   3.82031633   0.00160666
212.00   3.81955955   0.00162960
213.00   3.81879921   0.00165277
214.00   3.81803529   0.00167615
215.00   3.81726780   0.00169975
216.00   3.81649673   0.00172357
217.00   3.81572210   0.00174761
218.00   3.81494389   0.00177188
219.00   3.81416211   0.00179637
220.00   3.81337676   0.00182108
221.00   3.81258784   0.00184602
222.00   3.81179535   0.00187118
223.00   3.81099928   0.00189658
224.00   3.81019965   0.00192220
225.00   3.80939644   0.00194805
226.00   3.80858966   0.00197413
227.00   3.80777931   0.00200044
228.00   3.80696539   0.00202699
229.00   3.80614790   0.00205377
230.00   3.80532684   0.00208078
231.00   3.80450220   0.00210803
232.00   3.80367400   0.00213552
233.00   3.80284223   0.00216324
234.00   3.80200688   0.00219121
235.00   3.80116797   0.00221941
236.00   3.80032548   0.00224785
237.00   3.79947943   0.00227654
238.00   3.79862980   0.00230547
239.00   3.79777661   0.00233464
240.00   3.79691984   0.00236406
241.00   3.79605951   0.00239372
242.00   3.79519561   0.00242363
243.00   3.79432813   0.00245379
244.00   3.79345709   0.00248420
245.00   3.79258248   0.00251486
246.00   3.79170429   0.00254576
247.00   3.79082254   0.00257693
248.00   3.78993722   0.00260834
249.00   3.78904833   0.00264001
250.00   3.78815587   0.00267193
251.00   3.78725985   0.00270411
252.00   3.78636025   0.00273655
253.00   3.78545709   0.00276924
254.00   3.78455035   0.00280219
255.00   3.78364005   0.00283541
256.00   3.78272618   0.00286888
257.00   3.78180875   0.00290262
258.00   3.78088774   0.00293662
259.00   3.77996317   0.00297089
260.00   3.77903502   0.00300542
261.00   3.77810331   0.00304022
262.00   3.77716804   0.00307528
263.00   3.77622919   0.00311061
264.00   3.77528678   0.00314621
265.00   3.77434080   0.00318209
266.00   3.77339125   0.00321823
267.00   3.77243814   0.00325465
268.00   3.77148146   0.00329134
269.00   3.77052121   0.00332830
270.00   3.76955739   0.00336554
271.00   3.76859001   0.00340306
272.00   3.76761906   0.00344085
273.00   3.76664455   0.00347893
274.00   3.76566646   0.00351728
275.00   3.76468482   0.00355591
276.00   3.76369960   0.00359483
277.00   3.76271082   0.00363403
278.00   3.76171847   0.00367351
279.00   3.76072256   0.00371327
280.00   3.75972308   0.00375333
281.00   3.75872004   0.00379366
282.00   3.75771343   0.00383429
283.00   3.75670326   0.00387521
284.00   3.75568951   0.00391641
285.00   3.75467221   0.00395791
286.00   3.75365134   0.00399969
287.00   3.75262690   0.00404177
288.00   3.75159890   0.00408415
289.00   3.75056734   0.00412682
290.00   3.74953221   0.00416978
291.00   3.74849351   0.00421305
292.00   3.74745125   0.00425661
293.00   3.74640543   0.00430047
294.00   3.74535604   0.00434462
295.00   3.74430309   0.00438908
296.00   3.74324657   0.00443385
297.00   3.74218649   0.00447891
298.00   3.74112285   0.00452428
299.00   3.74005564   0.00456996
300.00   3.73898487   0.00461594
301.00   3.73791053   0.00466222
302.00   3.73683264   0.00470882
303.00   3.73575118   0.00475573
304.00   3.73466615   0.00480294
