wavelength(nm)         real         imag
100.00   3.78805594   0.00106973
102.00   3.78353383   0.00113520
104.00   3.77892221   0.00120329
106.00   3.77422108   0.00127405
108.00   3.76943043   0.00134753
110.00   3.76455029   0.00142378
112.00   3.75958063   0.00150285
114.00   3.75452148   0.00158480
116.00   3.74937283   0.00166968
118.00   3.74413468   0.00175753
120.00   3.73880703   0.00184841
122.00   3.73338989   0.00194238
124.00   3.72788326   0.00203947
126.00   3.72228715   0.00213974
128.00   3.71660154   0.00224325
130.00   3.71082646   0.00235004
132.00   3.70496189   0.00246017
134.00   3.69900785   0.00257369
136.00   3.69296433   0.00269064
138.00   3.68683134   0.00281109
140.00   3.68060888   0.00293507
142.00   3.67429695   0.00306265
144.00   3.66789555   0.00319387
146.00   3.66140470   0.00332879
148.00   3.65482438   0.00346746
150.00   3.64815461   0.00360992
152.00   3.64139539   0.00375623
154.00   3.63454671   0.00390644
156.00   3.62760859   0.00406060
158.00   3.62058103   0.00421876
160.00   3.61346402   0.00438098
162.00   3.60625758   0.00454730
164.00   3.59896170   0.00471778
166.00   3.59157639   0.00489246
168.00   3.58410165   0.00507141
170.00   3.57653749   0.00525466
172.00   3.56888391   0.00544228
174.00   3.56114090   0.00563430
176.00   3.55330848   0.00583080
178.00   3.54538665   0.00603180
180.00   3.53737542   0.00623737
182.00   3.52927477   0.00644756
184.00   3.52108473   0.00666242
186.00   3.51280529   0.00688199
188.00   3.50443646   0.00710634
190.00   3.49597823   0.00733551
192.00   3.48743062   0.00756955
194.00   3.47879363   0.00780852
196.00   3.47006725   0.00805246
198.00   3.46125151   0.00830143
200.00   3.45234639   0.00855547
202.00   3.44335190   0.00881465
204.00   3.43426805   0.00907900
206.00   3.42509484   0.00934859
208.00   3.41583228   0.00962346
210.00   3.40648036   0.00990366
212.00   3.39703910   0.01018925
214.00   3.38750849   0.01048027
216.00   3.37788855   0.01077678
218.00   3.36817927   0.01107882
220.00   3.35838066   0.01138646
222.00   3.34849272   0.01169974
224.00   3.33851546   0.01201871
226.00   3.32844889   0.01234342
228.00   3.31829300   0.01267392
230.00   3.30804780   0.01301027
232.00   3.29771330   0.01335252
234.00   3.28728950   0.01370071
236.00   3.27677640   0.01405490
238.00   3.26617402   0.01441514
240.00   3.25548234   0.01478148
242.00   3.24470139   0.01515397
244.00   3.23383116   0.01553267
246.00   3.22287166   0.01591762
248.00   3.21182289   0.01630887
250.00   3.20068486   0.01670648
252.00   3.18945757   0.01711049
254.00   3.17814103   0.01752096
256.00   3.16673524   0.01793795
258.00   3.15524021   0.01836149
260.00   3.14365595   0.01879164
262.00   3.13198245   0.01922845
264.00   3.12021972   0.01967198
266.00   3.10836777   0.02012227
268.00   3.09642661   0.02057938
270.00   3.08439623   0.02104335
272.00   3.07227665   0.02151424
274.00   3.06006786   0.02199210
276.00   3.04776988   0.02247698
278.00   3.03538271   0.02296892
280.00   3.02290636   0.02346799
282.00   3.01034083   0.02397423
284.00   2.99768612   0.02448770
286.00   2.98494224   0.02500843
288.00   2.97210920   0.02553650
290.00   2.95918701   0.02607193
292.00   2.94617566   0.02661480
294.00   2.93307516   0.02716514
296.00   2.91988553   0.02772301
298.00   2.90660676   0.02828847
300.00   2.89323887   0.02886155
302.00   2.87978185   0.02944231
304.00   2.86623571   0.03003081
306.00   2.85260046   0.03062709
308.00   2.83887611   0.03123121
310.00   2.82506266   0.03184321
312.00   2.81116012   0.03246314
314.00   2.79716849   0.03309107
316.00   2.78308778   0.03372703
318.00   2.76891799   0.03437108
320.00   2.75465914   0.03502327
322.00   2.74031122   0.03568365
324.00   2.72587425   0.03635227
326.00   2.71134823   0.03702919
328.00   2.69673316   0.03771445
330.00   2.68202906   0.03840810
332.00   2.66723593   0.03911020
334.00   2.65235377   0.03982079
336.00   2.63738260   0.04053993
338.00   2.62232242   0.04126767
340.00   2.60717323   0.04200405
342.00   2.59193504   0.04274914
344.00   2.57660786   0.04350297
346.00   2.56119170   0.04426561
348.00   2.54568656   0.04503709
350.00   2.53009245   0.04581748
352.00   2.51440938   0.04660683
354.00   2.49863735   0.04740517
356.00   2.48277637   0.04821257
358.00   2.46682645   0.04902908
360.00   2.45078758   0.04985474
362.00   2.43465979   0.05068961
364.00   2.41844308   0.05153374
366.00   2.40213746   0.05238718
368.00   2.38574292   0.05324997
370.00   2.36925948   0.05412217
372.00   2.35268715   0.05500384
374.00   2.33602594   0.05589502
376.00   2.31927584   0.05679575
378.00   2.30243687   0.05770611
380.00   2.28550904   0.05862612
382.00   2.26849235   0.05955585
384.00   2.25138681   0.06049534
386.00   2.23419243   0.06144465
388.00   2.21690921   0.06240382
390.00   2.19953717   0.06337291
392.00   2.18207631   0.06435197
394.00   2.16452663   0.06534105
396.00   2.14688815   0.06634020
398.00   2.12916088   0.06734946
400.00   2.11134481   0.06836889
402.00   2.09343997   0.06939855
404.00   2.07544635   0.07043847
406.00   2.05736396   0.07148872
408.00   2.03919282   0.07254934
410.00   2.02093293   0.07362038
412.00   2.00258429   0.07470190
414.00   1.98414692   0.07579394
416.00   1.96562083   0.07689655
418.00   1.94700602   0.07800979
420.00   1.92830250   0.07913371
422.00   1.90951028   0.08026835
424.00   1.89062936   0.08141377
426.00   1.87165976   0.08257001
428.00   1.85260149   0.08373713
430.00   1.83345454   0.08491518
432.00   1.81421894   0.08610421
434.00   1.79489468   0.08730427
436.00   1.77548178   0.08851541
438.00   1.75598025   0.08973768
440.00   1.73639009   0.09097113
442.00   1.71671131   0.09221581
444.00   1.69694393   0.09347177
446.00   1.67708794   0.09473906
448.00   1.65714336   0.09601774
450.00   1.63711020   0.09730784
452.00   1.61698847   0.09860944
454.00   1.59677816   0.09992256
456.00   1.57647931   0.10124727
458.00   1.55609190   0.10258361
460.00   1.53561596   0.10393164
462.00   1.51505148   0.10529140
464.00   1.49439848   0.10666295
466.00   1.47365698   0.10804634
468.00   1.45282697   0.10944161
470.00   1.43190846   0.11084882
472.00   1.41090147   0.11226801
474.00   1.38980600   0.11369924
476.00   1.36862207   0.11514256
478.00   1.34734968   0.11659801
480.00   1.32598884   0.11806566
482.00   1.30453957   0.11954554
484.00   1.28300186   0.12103771
486.00   1.26137574   0.12254222
488.00   1.23966120   0.12405912
490.00   1.21785826   0.12558846
492.00   1.19596693   0.12713029
494.00   1.17398722   0.12868466
496.00   1.15191914   0.13025162
498.00   1.12976269   0.13183121
500.00   1.10751789   0.13342350
502.00   1.08518474   0.13502853
504.00   1.06276327   0.13664635
506.00   1.04025347   0.13827701
508.00   1.01765535   0.13992057
510.00   0.99496893   0.14157706
512.00   0.97219421   0.14324655
514.00   0.94933121   0.14492907
516.00   0.92637994   0.14662469
518.00   0.90334040   0.14833345
520.00   0.88021260   0.15005541
522.00   0.85699656   0.15179060
524.00   0.83369229   0.15353909
526.00   0.81029979   0.15530092
528.00   0.78681908   0.15707614
530.00   0.76325016   0.15886480
532.00   0.73959305   0.16066696
534.00   0.71584776   0.16248266
536.00   0.69201429   0.16431195
538.00   0.66809266   0.16615488
540.00   0.64408288   0.16801151
542.00   0.61998496   0.16988188
544.00   0.59579890   0.17176604
546.00   0.57152472   0.17366404
548.00   0.54716244   0.17557594
550.00   0.52271205   0.17750178
552.00   0.49817357   0.17944161
554.00   0.47354702   0.18139549
556.00   0.44883239   0.18336345
558.00   0.42402972   0.18534556
560.00   0.39913899   0.18734186
562.00   0.37416023   0.18935240
564.00   0.34909344   0.19137724
566.00   0.32393864   0.19341641
568.00   0.29869584   0.19546998
570.00   0.27336504   0.19753799
572.00   0.24794627   0.19962049
574.00   0.22243952   0.20171753
576.00   0.19684482   0.20382917
578.00   0.17116217   0.20595544
580.00   0.14539158   0.20809640
582.00   0.11953306   0.21025211
584.00   0.09358664   0.21242260
586.00   0.06755231   0.21460794
588.00   0.04143008   0.21680817
590.00   0.01521998   0.21902333
592.00  -0.01107799   0.22125348
594.00  -0.03746382   0.22349868
596.00  -0.06393749   0.22575896
598.00  -0.09049900   0.22803438
600.00  -0.11714833   0.23032499
602.00  -0.14388547   0.23263083
604.00  -0.17071041   0.23495196
606.00  -0.19762314   0.23728844
608.00  -0.22462365   0.23964029
610.00  -0.25171192   0.24200759
612.00  -0.27888795   0.24439037
614.00  -0.30615171   0.24678868
616.00  -0.33350321   0.24920258
618.00  -0.36094242   0.25163212
620.00  -0.38846934   0.25407734
622.00  -0.41608395   0.25653829
624.00  -0.44378624   0.25901503
626.00  -0.47157620   0.26150760
628.00  -0.49945382   0.26401606
630.00  -0.52741909   0.26654044
632.00  -0.55547198   0.26908081
634.00  -0.58361250   0.27163721
636.00  -0.61184063   0.27420969
638.00  -0.64015636   0.27679830
640.00  -0.66855967   0.27940309
642.00  -0.69705055   0.28202411
644.00  -0.72562899   0.28466141
646.00  -0.75429498   0.28731504
648.00  -0.78304850   0.28998504
650.00  -0.81188955   0.29267147
652.00  -0.84081811   0.29537438
654.00  -0.86983416   0.29809381
656.00  -0.89893770   0.30082982
658.00  -0.92812871   0.30358245
660.00  -0.95740718   0.30635176
662.00  -0.98677310   0.30913779
664.00  -1.01622645   0.31194059
666.00  -1.04576723   0.31476022
668.00  -1.07539541   0.31759671
670.00  -1.10511099   0.32045013
672.00  -1.13491395   0.32332051
674.00  -1.16480428   0.32620792
676.00  -1.19478197   0.32911239
678.00  -1.22484700   0.33203398
680.00  -1.25499937   0.33497274
682.00  -1.28523905   0.33792871
684.00  -1.31556604   0.34090195
686.00  -1.34598032   0.34389250
688.00  -1.37648187   0.34690042
690.00  -1.40707070   0.34992575
692.00  -1.43774677   0.35296854
694.00  -1.46851009   0.35602884
696.00  -1.49936063   0.35910670
698.00  -1.53029838   0.36220217
700.00  -1.56132333   0.36531530
702.00  -1.59243547   0.36844614
704.00  -1.62363478   0.37159473
706.00  -1.65492125   0.37476113
708.00  -1.68629486   0.37794539
710.00  -1.71775561   0.38114754
712.00  -1.74930347   0.38436765
714.00  -1.78093844   0.38760577
716.00  -1.81266050   0.39086193
718.00  -1.84446963   0.39413619
720.00  -1.87636583   0.39742860
722.00  -1.90834908   0.40073921
