wavelength(nm)         real         imag
100.00   3.68538429   0.00205085
102.00   3.67671463   0.00217637
104.00   3.66787337   0.00230691
106.00   3.65886050   0.00244257
108.00   3.64967603   0.00258344
110.00   3.64031996   0.00272963
112.00   3.63079230   0.00288123
114.00   3.62109305   0.00303834
116.00   3.61122221   0.00320106
118.00   3.60117979   0.00336949
120.00   3.59096579   0.00354372
122.00   3.58058022   0.00372386
124.00   3.57002308   0.00391000
126.00   3.55929437   0.00410225
128.00   3.54839411   0.00430069
130.00   3.53732229   0.00450543
132.00   3.52607893   0.00471656
134.00   3.51466402   0.00493419
136.00   3.50307757   0.00515842
138.00   3.49131958   0.00538933
140.00   3.47939007   0.00562703
142.00   3.46728903   0.00587162
144.00   3.45501648   0.00612320
146.00   3.44257241   0.00638186
148.00   3.42995683   0.00664770
150.00   3.41716975   0.00692082
152.00   3.40421117   0.00720132
154.00   3.39108111   0.00748930
156.00   3.37777956   0.00778485
158.00   3.36430652   0.00808808
160.00   3.35066202   0.00839908
162.00   3.33684605   0.00871794
164.00   3.32285861   0.00904478
166.00   3.30869972   0.00937968
168.00   3.29436938   0.00972275
170.00   3.27986760   0.01007408
172.00   3.26519438   0.01043377
174.00   3.25034974   0.01080192
176.00   3.23533366   0.01117862
178.00   3.22014618   0.01156398
180.00   3.20478728   0.01195810
182.00   3.18925697   0.01236107
184.00   3.17355527   0.01277298
186.00   3.15768218   0.01319395
188.00   3.14163771   0.01362406
190.00   3.12542186   0.01406341
192.00   3.10903464   0.01451211
194.00   3.09247607   0.01497025
196.00   3.07574613   0.01543793
198.00   3.05884485   0.01591524
200.00   3.04177223   0.01640229
202.00   3.02452828   0.01689917
204.00   3.00711300   0.01740598
206.00   2.98952640   0.01792283
208.00   2.97176850   0.01844980
210.00   2.95383929   0.01898699
212.00   2.93573879   0.01953451
214.00   2.91746701   0.02009245
216.00   2.89902395   0.02066091
218.00   2.88040961   0.02123998
220.00   2.86162402   0.02182977
222.00   2.84266717   0.02243038
224.00   2.82353908   0.02304190
226.00   2.80423975   0.02366442
228.00   2.78476919   0.02429806
230.00   2.76512741   0.02494290
232.00   2.74531442   0.02559904
234.00   2.72533023   0.02626658
236.00   2.70517484   0.02694563
238.00   2.68484827   0.02763627
240.00   2.66435053   0.02833860
242.00   2.64368161   0.02905273
244.00   2.62284154   0.02977876
246.00   2.60183032   0.03051677
248.00   2.58064796   0.03126686
250.00   2.55929447   0.03202914
252.00   2.53776986   0.03280371
254.00   2.51607413   0.03359066
256.00   2.49420731   0.03439008
258.00   2.47216939   0.03520208
260.00   2.44996039   0.03602676
262.00   2.42758031   0.03686420
264.00   2.40502918   0.03771452
266.00   2.38230698   0.03857780
268.00   2.35941375   0.03945415
270.00   2.33634948   0.04034367
272.00   2.31311419   0.04124644
274.00   2.28970788   0.04216258
276.00   2.26613057   0.04309217
278.00   2.24238227   0.04403532
280.00   2.21846299   0.04499211
282.00   2.19437273   0.04596266
