wavelength(nm)         real         imag
200.00   3.81141578   0.00169301
201.00   3.81052805   0.00171852
202.00   3.80963590   0.00174429
203.00   3.80873933   0.00177032
204.00   3.80783834   0.00179660
205.00   3.80693293   0.00182315
206.00   3.80602309   0.00184995
207.00   3.80510884   0.00187702
208.00   3.80419016   0.00190434
209.00   3.80326707   0.00193194
210.00   3.80233956   0.00195979
211.00   3.80140762   0.00198791
212.00   3.80047126   0.00201631
213.00   3.79953049   0.00204496
214.00   3.79858529   0.00207389
215.00   3.79763568   0.00210310
216.00   3.79668165   0.00213257
217.00   3.79572319   0.00216232
218.00   3.79476032   0.00219234
219.00   3.79379303   0.00222264
220.00   3.79282131   0.00225322
221.00   3.79184518   0.00228407
222.00   3.79086463   0.00231521
223.00   3.78987967   0.00234663
224.00   3.78889028   0.00237833
225.00   3.78789647   0.00241031
226.00   3.78689825   0.00244259
227.00   3.78589560   0.00247514
228.00   3.78488854   0.00250799
229.00   3.78387706   0.00254112
230.00   3.78286117   0.00257455
231.00   3.78184085   0.00260826
232.00   3.78081612   0.00264227
233.00   3.77978697   0.00267657
234.00   3.77875340   0.00271117
235.00   3.77771541   0.00274607
236.00   3.77667301   0.00278126
237.00   3.77562618   0.00281676
238.00   3.77457495   0.00285255
239.00   3.77351929   0.00288864
240.00   3.77245922   0.00292504
241.00   3.77139473   0.00296175
242.00   3.77032582   0.00299875
243.00   3.76925250   0.00303607
244.00   3.76817476   0.00307369
245.00   3.76709260   0.00311162
246.00   3.76600603   0.00314987
247.00   3.76491504   0.00318842
248.00   3.76381964   0.00322729
249.00   3.76271982   0.00326647
250.00   3.76161558   0.00330597
251.00   3.76050693   0.00334579
252.00   3.75939386   0.00338592
253.00   3.75827638   0.00342637
254.00   3.75715448   0.00346715
255.00   3.75602817   0.00350824
256.00   3.75489744   0.00354966
257.00   3.75376230   0.00359141
258.00   3.75262274   0.00363347
259.00   3.75147877   0.00367587
260.00   3.75033038   0.00371860
261.00   3.74917758   0.00376165
262.00   3.74802036   0.00380503
263.00   3.74685873   0.00384875
264.00   3.74569269   0.00389280
265.00   3.74452223   0.00393719
266.00   3.74334736   0.00398191
267.00   3.74216807   0.00402697
268.00   3.74098437   0.00407236
269.00   3.73979626   0.00411810
270.00   3.73860373   0.00416418
271.00   3.73740679   0.00421060
272.00   3.73620544   0.00425736
273.00   3.73499968   0.00430447
274.00   3.73378950   0.00435192
275.00   3.73257491   0.00439972
276.00   3.73135591   0.00444787
277.00   3.73013249   0.00449637
278.00   3.72890466   0.00454522
279.00   3.72767242   0.00459442
280.00   3.72643577   0.00464398
281.00   3.72519471   0.00469389
