wavelength(nm)         real         imag
100.00   3.85178318   0.00046076
102.00   3.84983540   0.00048896
104.00   3.84784907   0.00051828
106.00   3.84582419   0.00054876
108.00   3.84376075   0.00058041
110.00   3.84165876   0.00061325
112.00   3.83951822   0.00064731
114.00   3.83733913   0.00068261
116.00   3.83512149   0.00071917
118.00   3.83286530   0.00075701
120.00   3.83057056   0.00079615
122.00   3.82823728   0.00083662
124.00   3.82586545   0.00087844
126.00   3.82345508   0.00092163
128.00   3.82100616   0.00096622
130.00   3.81851870   0.00101222
132.00   3.81599270   0.00105965
134.00   3.81342816   0.00110855
136.00   3.81082508   0.00115892
138.00   3.80818346   0.00121080
140.00   3.80550331   0.00126420
142.00   3.80278462   0.00131915
144.00   3.80002739   0.00137567
146.00   3.79723164   0.00143379
148.00   3.79439735   0.00149351
150.00   3.79152453   0.00155487
152.00   3.78861318   0.00161789
154.00   3.78566330   0.00168259
156.00   3.78267489   0.00174899
158.00   3.77964796   0.00181712
160.00   3.77658251   0.00188699
162.00   3.77347853   0.00195862
164.00   3.77033603   0.00203205
166.00   3.76715501   0.00210729
168.00   3.76393548   0.00218437
170.00   3.76067742   0.00226330
172.00   3.75738085   0.00234411
174.00   3.75404576   0.00242682
176.00   3.75067217   0.00251145
178.00   3.74726005   0.00259803
180.00   3.74380943   0.00268658
182.00   3.74032031   0.00277711
184.00   3.73679267   0.00286965
186.00   3.73322653   0.00296423
188.00   3.72962188   0.00306086
190.00   3.72597874   0.00315957
192.00   3.72229709   0.00326038
194.00   3.71857694   0.00336330
196.00   3.71481829   0.00346838
198.00   3.71102115   0.00357561
200.00   3.70718552   0.00368503
202.00   3.70331139   0.00379667
204.00   3.69939877   0.00391053
206.00   3.69544767   0.00402665
208.00   3.69145807   0.00414504
210.00   3.68742999   0.00426573
212.00   3.68336343   0.00438874
214.00   3.67925838   0.00451409
216.00   3.67511485   0.00464180
218.00   3.67093285   0.00477190
220.00   3.66671237   0.00490441
222.00   3.66245341   0.00503934
224.00   3.65815598   0.00517673
226.00   3.65382008   0.00531659
228.00   3.64944571   0.00545894
230.00   3.64503287   0.00560382
232.00   3.64058157   0.00575123
234.00   3.63609180   0.00590120
236.00   3.63156358   0.00605376
238.00   3.62699689   0.00620893
240.00   3.62239175   0.00636672
242.00   3.61774815   0.00652716
244.00   3.61306609   0.00669027
246.00   3.60834559   0.00685608
248.00   3.60358664   0.00702460
250.00   3.59878924   0.00719586
252.00   3.59395339   0.00736987
254.00   3.58907910   0.00754667
256.00   3.58416637   0.00772628
258.00   3.57921521   0.00790871
260.00   3.57422560   0.00809398
262.00   3.56919756   0.00828213
264.00   3.56413109   0.00847316
266.00   3.55902619   0.00866712
268.00   3.55388286   0.00886400
270.00   3.54870111   0.00906385
272.00   3.54348093   0.00926667
274.00   3.53822233   0.00947249
276.00   3.53292532   0.00968134
