wavelength(nm)         real         imag
100.00   3.72432871   0.00167870
102.00   3.71723226   0.00178144
104.00   3.70999534   0.00188829
106.00   3.70261796   0.00199933
108.00   3.69510012   0.00211464
110.00   3.68744181   0.00223431
112.00   3.67964305   0.00235840
114.00   3.67170383   0.00248700
116.00   3.66362417   0.00262019
118.00   3.65540405   0.00275806
120.00   3.64704350   0.00290067
122.00   3.63854251   0.00304813
124.00   3.62990108   0.00320049
126.00   3.62111922   0.00335785
128.00   3.61219693   0.00352028
130.00   3.60313422   0.00368787
132.00   3.59393109   0.00386069
134.00   3.58458754   0.00403883
136.00   3.57510358   0.00422236
138.00   3.56547921   0.00441138
140.00   3.55571444   0.00460595
142.00   3.54580927   0.00480615
144.00   3.53576371   0.00501208
146.00   3.52557776   0.00522380
148.00   3.51525142   0.00544140
150.00   3.50478470   0.00566496
152.00   3.49417760   0.00589456
154.00   3.48343013   0.00613028
156.00   3.47254229   0.00637220
158.00   3.46151409   0.00662041
160.00   3.45034554   0.00687497
162.00   3.43903663   0.00713598
164.00   3.42758737   0.00740350
166.00   3.41599777   0.00767763
168.00   3.40426783   0.00795845
170.00   3.39239756   0.00824602
172.00   3.38038696   0.00854044
174.00   3.36823604   0.00884179
176.00   3.35594480   0.00915014
178.00   3.34351325   0.00946557
180.00   3.33094140   0.00978817
182.00   3.31822924   0.01011801
184.00   3.30537679   0.01045518
186.00   3.29238405   0.01079976
188.00   3.27925103   0.01115182
190.00   3.26597773   0.01151145
192.00   3.25256415   0.01187873
194.00   3.23901031   0.01225373
196.00   3.22531621   0.01263654
198.00   3.21148186   0.01302724
200.00   3.19750725   0.01342591
202.00   3.18339241   0.01383263
204.00   3.16913733   0.01424747
206.00   3.15474202   0.01467053
208.00   3.14020648   0.01510187
210.00   3.12553073   0.01554159
212.00   3.11071477   0.01598975
214.00   3.09575861   0.01644645
216.00   3.08066224   0.01691175
218.00   3.06542569   0.01738575
220.00   3.05004895   0.01786852
222.00   3.03453203   0.01836014
224.00   3.01887495   0.01886069
226.00   3.00307770   0.01937025
228.00   2.98714029   0.01988890
230.00   2.97106273   0.02041673
232.00   2.95484503   0.02095381
234.00   2.93848719   0.02150022
236.00   2.92198923   0.02205604
238.00   2.90535114   0.02262136
240.00   2.88857294   0.02319625
242.00   2.87165463   0.02378079
244.00   2.85459622   0.02437507
246.00   2.83739772   0.02497916
248.00   2.82005914   0.02559314
250.00   2.80258048   0.02621710
252.00   2.78496175   0.02685111
254.00   2.76720296   0.02749526
256.00   2.74930411   0.02814962
258.00   2.73126522   0.02881427
260.00   2.71308629   0.02948930
262.00   2.69476733   0.03017478
264.00   2.67630835   0.03087080
266.00   2.65770935   0.03157743
268.00   2.63897035   0.03229476
270.00   2.62009135   0.03302286
272.00   2.60107236   0.03376182
274.00   2.58191339   0.03451171
276.00   2.56261445   0.03527261
278.00   2.54317554   0.03604462
280.00   2.52359668   0.03682779
282.00   2.50387787   0.03762222
284.00   2.48401912   0.03842799
286.00   2.46402044   0.03924517
288.00   2.44388184   0.04007385
290.00   2.42360333   0.04091410
292.00   2.40318492   0.04176601
294.00   2.38262661   0.04262965
296.00   2.36192841   0.04350510
298.00   2.34109034   0.04439245
300.00   2.32011240   0.04529178
302.00   2.29899460   0.04620316
304.00   2.27773696   0.04712667
306.00   2.25633947   0.04806240
308.00   2.23480215   0.04901043
310.00   2.21312501   0.04997083
312.00   2.19130807   0.05094368
314.00   2.16935131   0.05192906
316.00   2.14725477   0.05292706
318.00   2.12501845   0.05393776
320.00   2.10264235   0.05496123
322.00   2.08012648   0.05599755
324.00   2.05747087   0.05704680
326.00   2.03467551   0.05810907
328.00   2.01174042   0.05918443
330.00   1.98866560   0.06027296
332.00   1.96545107   0.06137475
334.00   1.94209684   0.06248987
336.00   1.91860292   0.06361840
338.00   1.89496931   0.06476042
340.00   1.87119603   0.06591601
342.00   1.84728309   0.06708526
344.00   1.82323049   0.06826824
346.00   1.79903826   0.06946502
348.00   1.77470639   0.07067570
350.00   1.75023491   0.07190035
352.00   1.72562381   0.07313904
354.00   1.70087312   0.07439187
356.00   1.67598284   0.07565891
358.00   1.65095298   0.07694023
360.00   1.62578356   0.07823593
362.00   1.60047458   0.07954607
364.00   1.57502606   0.08087074
366.00   1.54943800   0.08221002
368.00   1.52371043   0.08356398
370.00   1.49784334   0.08493271
372.00   1.47183676   0.08631629
374.00   1.44569068   0.08771479
376.00   1.41940514   0.08912830
378.00   1.39298012   0.09055689
380.00   1.36641566   0.09200065
382.00   1.33971175   0.09345965
384.00   1.31286841   0.09493398
386.00   1.28588565   0.09642371
388.00   1.25876349   0.09792892
390.00   1.23150193   0.09944969
392.00   1.20410099   0.10098610
394.00   1.17656068   0.10253824
396.00   1.14888101   0.10410618
398.00   1.12106200   0.10568999
400.00   1.09310365   0.10728977
402.00   1.06500598   0.10890558
404.00   1.03676899   0.11053751
406.00   1.00839271   0.11218564
408.00   0.97987715   0.11385005
410.00   0.95122231   0.11553081
412.00   0.92242821   0.11722801
414.00   0.89349487   0.11894172
416.00   0.86442228   0.12067203
418.00   0.83521048   0.12241901
420.00   0.80585947   0.12418275
422.00   0.77636926   0.12596331
424.00   0.74673986   0.12776079
426.00   0.71697130   0.12957526
428.00   0.68706357   0.13140680
430.00   0.65701670   0.13325549
432.00   0.62683070   0.13512140
434.00   0.59650558   0.13700463
436.00   0.56604136   0.13890524
438.00   0.53543804   0.14082332
440.00   0.50469564   0.14275894
442.00   0.47381418   0.14471219
444.00   0.44279366   0.14668314
446.00   0.41163411   0.14867188
448.00   0.38033553   0.15067847
450.00   0.34889794   0.15270301
452.00   0.31732136   0.15474557
454.00   0.28560579   0.15680623
456.00   0.25375124   0.15888506
458.00   0.22175775   0.16098216
460.00   0.18962531   0.16309759
462.00   0.15735394   0.16523143
464.00   0.12494366   0.16738377
466.00   0.09239447   0.16955469
468.00   0.05970641   0.17174425
470.00   0.02687947   0.17395255
472.00  -0.00608633   0.17617966
474.00  -0.03919097   0.17842566
476.00  -0.07243444   0.18069063
478.00  -0.10581672   0.18297464
480.00  -0.13933780   0.18527778
482.00  -0.17299767   0.18760013
484.00  -0.20679631   0.18994176
486.00  -0.24073370   0.19230275
488.00  -0.27480984   0.19468319
490.00  -0.30902470   0.19708315
492.00  -0.34337827   0.19950270
494.00  -0.37787053   0.20194194
496.00  -0.41250148   0.20440093
498.00  -0.44727109   0.20687976
500.00  -0.48217936   0.20937850
502.00  -0.51722626   0.21189724
504.00  -0.55241178   0.21443605
506.00  -0.58773591   0.21699501
508.00  -0.62319862   0.21957420
510.00  -0.65879991   0.22217370
512.00  -0.69453976   0.22479358
514.00  -0.73041815   0.22743393
516.00  -0.76643507   0.23009483
518.00  -0.80259050   0.23277635
520.00  -0.83888443   0.23547857
522.00  -0.87531684   0.23820158
524.00  -0.91188771   0.24094544
526.00  -0.94859703   0.24371024
528.00  -0.98544479   0.24649605
530.00  -1.02243096   0.24930296
532.00  -1.05955553   0.25213104
534.00  -1.09681848   0.25498038
536.00  -1.13421981   0.25785105
538.00  -1.17175948   0.26074312
540.00  -1.20943749   0.26365668
542.00  -1.24725382   0.26659181
544.00  -1.28520846   0.26954858
546.00  -1.32330138   0.27252708
548.00  -1.36153257   0.27552738
550.00  -1.39990201   0.27854955
552.00  -1.43840969   0.28159369
554.00  -1.47705559   0.28465986
556.00  -1.51583969   0.28774814
558.00  -1.55476198   0.29085862
560.00  -1.59382243   0.29399137
562.00  -1.63302104   0.29714647
564.00  -1.67235778   0.30032399
566.00  -1.71183265   0.30352403
568.00  -1.75144561   0.30674665
570.00  -1.79119666   0.30999193
572.00  -1.83108577   0.31325995
574.00  -1.87111293   0.31655079
576.00  -1.91127812   0.31986453
578.00  -1.95158133   0.32320124
580.00  -1.99202254   0.32656101
582.00  -2.03260172   0.32994391
584.00  -2.07331886   0.33335002
586.00  -2.11417395   0.33677941
588.00  -2.15516697   0.34023218
590.00  -2.19629789   0.34370838
592.00  -2.23756671   0.34720811
594.00  -2.27897339   0.35073144
596.00  -2.32051793   0.35427845
598.00  -2.36220031   0.35784922
600.00  -2.40402051   0.36144382
602.00  -2.44597850   0.36506233
604.00  -2.48807428   0.36870483
606.00  -2.53030782   0.37237140
608.00  -2.57267911   0.37606212
610.00  -2.61518813   0.37977706
612.00  -2.65783485   0.38351630
614.00  -2.70061926   0.38727993
616.00  -2.74354135   0.39106801
618.00  -2.78660109   0.39488062
620.00  -2.82979846   0.39871785
622.00  -2.87313345   0.40257977
624.00  -2.91660603   0.40646646
626.00  -2.96021619   0.41037800
628.00  -3.00396392   0.41431446
630.00  -3.04784918   0.41827592
632.00  -3.09187196   0.42226247
634.00  -3.13603224   0.42627417
636.00  -3.18033001   0.43031110
638.00  -3.22476524   0.43437335
640.00  -3.26933792   0.43846099
642.00  -3.31404802   0.44257410
644.00  -3.35889552   0.44671275
646.00  -3.40388041   0.45087702
648.00  -3.44900267   0.45506700
650.00  -3.49426228   0.45928276
652.00  -3.53965921   0.46352437
654.00  -3.58519345   0.46779191
656.00  -3.63086498   0.47208547
658.00  -3.67667378   0.47640512
660.00  -3.72261982   0.48075093
662.00  -3.76870310   0.48512298
664.00  -3.81492358   0.48952135
666.00  -3.86128125   0.49394613
668.00  -3.90777609   0.49839738
670.00  -3.95440808   0.50287518
672.00  -4.00117720   0.50737961
674.00  -4.04808342   0.51191075
676.00  -4.09512674   0.51646867
678.00  -4.14230712   0.52105346
680.00  -4.18962454   0.52566518
682.00  -4.23707900   0.53030392
684.00  -4.28467046   0.53496976
686.00  -4.33239890   0.53966277
688.00  -4.38026431   0.54438302
690.00  -4.42826666   0.54913060
692.00  -4.47640594   0.55390559
694.00  -4.52468211   0.55870805
696.00  -4.57309517   0.56353807
698.00  -4.62164509   0.56839572
700.00  -4.67033185   0.57328108
702.00  -4.71915543   0.57819424
704.00  -4.76811581   0.58313525
706.00  -4.81721296   0.58810421
708.00  -4.86644686   0.59310119
710.00  -4.91581750   0.59812627
712.00  -4.96532486   0.60317951
714.00  -5.01496890   0.60826101
716.00  -5.06474961   0.61337083
718.00  -5.11466697   0.61850906
720.00  -5.16472096   0.62367577
722.00  -5.21491155   0.62887103
724.00  -5.26523872   0.63409493
726.00  -5.31570246   0.63934754
728.00  -5.36630273   0.64462894
730.00  -5.41703953   0.64993920
732.00  -5.46791282   0.65527840
734.00  -5.51892258   0.66064663
736.00  -5.57006879   0.66604394
738.00  -5.62135143   0.67147043
740.00  -5.67277048   0.67692616
742.00  -5.72432592   0.68241122
744.00  -5.77601772   0.68792568
746.00  -5.82784586   0.69346962
748.00  -5.87981032   0.69904312
750.00  -5.93191107   0.70464624
752.00  -5.98414810   0.71027907
754.00  -6.03652138   0.71594169
756.00  -6.08903088   0.72163416
758.00  -6.14167659   0.72735658
760.00  -6.19445849   0.73310900
762.00  -6.24737654   0.73889152
